0,0,-0.00102633,1.54361,-0.22266,-0.25783,-0.0910171,-0.0514274
0,0,0.0122726,1.61138,-0.321782,-0.297089,-0.116277,-0.0506492
0,0,-0.0293237,1.70473,-0.332944,-0.334337,-0.121796,-0.0547185
0,0,-0.123253,1.9102,-0.255447,-0.342183,-0.121043,-0.0646198
0,0,-0.0644633,2.04126,-0.280065,-0.349232,-0.129339,-0.0639157
0,0,-0.104868,2.10136,-0.335077,-0.37371,-0.143636,-0.0602162
0,0,-0.161121,2.08713,-0.359586,-0.378671,-0.138801,-0.051026
0,0,-0.156137,2.11701,-0.361498,-0.370881,-0.137066,-0.057922
0,0,-0.134085,2.13055,-0.336493,-0.375166,-0.156635,-0.0595652
0,0,-0.128382,2.19423,-0.38464,-0.394408,-0.14956,-0.059064
0,0,-0.126914,2.19859,-0.383608,-0.403779,-0.154032,-0.0606372
0,0,-0.105143,2.22128,-0.401035,-0.408562,-0.155946,-0.0534761
0,0,-0.119479,2.24071,-0.402467,-0.414007,-0.167199,-0.0603342
0,0,-0.132846,2.24427,-0.413938,-0.433679,-0.180926,-0.0605527
0,0,-0.139027,2.21251,-0.427632,-0.430062,-0.171459,-0.0607879
0,0,-0.137393,2.10409,-0.389574,-0.408715,-0.144643,-0.0622959
0,0,-0.144185,1.92517,-0.32061,-0.378081,-0.094636,-0.0659817
0,0,-0.113068,1.82201,-0.285834,-0.363999,-0.0935859,-0.0639786
0,0,-0.067874,1.75646,-0.2864,-0.348399,-0.0792743,-0.0629924
0,0,-0.0561569,1.7597,-0.289309,-0.340296,-0.0731508,-0.0631825
0,0,-0.0726949,1.72752,-0.298559,-0.338895,-0.0768886,-0.0586386
0,0,-0.0501607,1.74775,-0.320757,-0.332396,-0.0744254,-0.0599643
0,0,-0.0376569,1.73562,-0.319663,-0.340312,-0.0753106,-0.0607356
0,0,-0.0354107,1.73657,-0.313176,-0.336303,-0.0813475,-0.0593143
0,0,-0.0251042,1.74562,-0.30631,-0.340986,-0.0852707,-0.0570832
0,0,-0.0335813,1.73622,-0.304595,-0.346824,-0.0847196,-0.0547043
0,0,-0.0591056,1.73039,-0.278967,-0.345882,-0.0838239,-0.0552943
