0,0,0.0231397,3.78461,-0.901847,-0.589011,-0.2877,-0.0950779
0,0,0.0221709,3.78504,-0.947867,-0.621315,-0.305629,-0.0957571
0,0,0.0799294,3.73901,-0.862054,-0.583794,-0.326551,-0.0987939
0,0,0.0869071,3.60453,-0.734023,-0.548175,-0.350628,-0.0966304
0,0,0.0762472,3.45272,-0.678328,-0.536101,-0.354297,-0.0948614
0,0,0.0831706,3.29941,-0.67574,-0.512482,-0.328213,-0.0875403
0,0,0.110648,3.06613,-0.531752,-0.473091,-0.335616,-0.0897696
0,0,0.12725,3.02716,-0.535886,-0.481649,-0.321591,-0.0900328
0,0,0.154338,2.9559,-0.569594,-0.481738,-0.284592,-0.0917665
0,0,0.114353,2.84224,-0.510642,-0.466725,-0.317609,-0.101464
0,0,0.0615023,2.71267,-0.492806,-0.471197,-0.304334,-0.0915977
0,0,-0.0212427,2.49286,-0.367786,-0.444755,-0.282924,-0.093285
0,0,-0.00350362,2.26014,-0.242113,-0.427855,-0.304465,-0.0983994
0,0,0.0645339,1.96817,-0.190029,-0.392073,-0.253892,-0.101534
0,0,0.129231,1.66231,-0.0796776,-0.302709,-0.243976,-0.10118
0,0,0.111764,1.44458,-0.0106444,-0.266581,-0.218817,-0.103071
0,0,0.115936,1.16691,0.0758247,-0.237994,-0.20639,-0.101329
0,0,0.10799,1.07689,0.105976,-0.221786,-0.204372,-0.0974694
0,0,0.0996145,0.966638,0.124921,-0.220233,-0.198085,-0.100373
0,0,0.115556,0.969212,0.114922,-0.217441,-0.18745,-0.106977
0,0,0.0855045,0.967889,0.0846554,-0.222891,-0.185756,-0.11124
0,0,0.0599284,0.960696,0.0823539,-0.223787,-0.184853,-0.107788
0,0,0.0873225,0.9658,0.121135,-0.216367,-0.18512,-0.112408
0,0,0.0763314,0.940965,0.124551,-0.21964,-0.191748,-0.104319
0,0,0.0851794,0.889917,0.139874,-0.218975,-0.193113,-0.105743
0,0,0.0875291,0.884717,0.147701,-0.214691,-0.191252,-0.104633
0,0,0.11702,0.886537,0.184384,-0.204558,-0.196517,-0.102267
0,0,0.125586,0.862889,0.183882,-0.202044,-0.193943,-0.100895
0,0,0.128794,0.86782,0.17997,-0.206553,-0.19001,-0.102472
0,0,0.122394,0.883812,0.191027,-0.210076,-0.190696,-0.0982383
0,0,0.112711,0.910514,0.159745,-0.214136,-0.194511,-0.10018
0,0,0.0898396,0.947762,0.135449,-0.216204,-0.194203,-0.093422
0,0,0.0468429,0.96934,0.103515,-0.222699,-0.19617,-0.0976982
0,0,0.0617043,0.973978,0.104242,-0.224827,-0.194097,-0.0980786
0,0,0.0962337,0.991558,0.127758,-0.22705,-0.188851,-0.0902329
0,0,0.0933743,0.989521,0.141702,-0.223674,-0.186769,-0.0953551
0,0,0.0909805,0.963072,0.147981,-0.22023,-0.191585,-0.0974566
0,0,0.0871277,0.931255,0.154815,-0.209055,-0.192483,-0.0952296
0,0,0.0902575,0.924718,0.193049,-0.203329,-0.192112,-0.0956498
0,0,0.103452,0.902709,0.189034,-0.202691,-0.191033,-0.0996092
0,0,0.10373,0.903298,0.165518,-0.207798,-0.191787,-0.0984743
0,0,0.101523,0.909324,0.155322,-0.20037,-0.183778,-0.0998373
0,0,0.111072,0.906269,0.151024,-0.20279,-0.189206,-0.0981747
0,0,0.110014,0.939021,0.149401,-0.203674,-0.19512,-0.0975223
0,0,0.0886033,0.965558,0.132941,-0.215647,-0.189511,-0.0967771
0,0,0.0796032,0.961226,0.133676,-0.218379,-0.195415,-0.103246
0,0,0.0950655,0.981971,0.135134,-0.219562,-0.204859,-0.0973774
0,0,0.0835751,0.986391,0.14267,-0.214925,-0.203324,-0.107388
0,0,0.0834806,0.965842,0.145068,-0.216462,-0.201029,-0.100126
0,0,0.0893974,0.944369,0.149901,-0.20784,-0.196657,-0.0966907
0,0,0.0887149,0.928547,0.160987,-0.205142,-0.192839,-0.0940059
0,0,0.0835368,0.937651,0.167623,-0.200519,-0.192635,-0.0966968
0,0,0.0828217,0.924646,0.168611,-0.202028,-0.195881,-0.0966294
0,0,0.0810624,0.934732,0.159674,-0.203705,-0.193031,-0.0970393
0,0,0.0936273,0.937892,0.13938,-0.209533,-0.188872,-0.0990126
0,0,0.086136,0.954351,0.139861,-0.214393,-0.195552,-0.101778
0,0,0.0720904,0.977336,0.128885,-0.228243,-0.189522,-0.0917576
0,0,0.0678049,0.979786,0.122413,-0.230438,-0.180947,-0.0938874
0,0,0.0806308,0.975257,0.131706,-0.22627,-0.185973,-0.0871767
0,0,0.0832752,0.976523,0.124258,-0.22158,-0.182635,-0.0905829
0,0,0.074692,0.961552,0.138444,-0.213131,-0.192741,-0.0905199
0,0,0.0607697,0.949978,0.148782,-0.216364,-0.194745,-0.0944786
0,0,0.0863158,0.931863,0.155614,-0.205919,-0.197354,-0.0978055
0,0,0.103281,0.927334,0.154452,-0.206082,-0.199362,-0.0975279
